activity_id,smiles,standard_value,scaffold,split
CHEMBL2207661,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1,9.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]nc1C1CC1,train
CHEMBL1956112,CN1CCC[C@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc21,9.33,N=C(Nc1ccc2c(c1)CCCN2CCC1CCCN1)c1cccs1,train
CHEMBL323776,CN(CCNCCc1ccc(O)c2nc(O)sc12)C(=O)CCOCCc1ccccc1,35.0,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2ncsc12,valid
CHEMBL1945044,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,35.0,O=c1[nH]c2cccc(CCNCCc3cccc(CNCc4ccccc4)c3)c2s1,train
CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,35.0,c1ccc(CN2CCc3sccc3C2)cc1,train
CHEMBL2181928,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,11.75,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1,train
CHEMBL129982,Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,19.0,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,test
CHEMBL360106,CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,13.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL2170994,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,21.38,O=C(NCCCSCC1CCC(n2cnc3cncnc32)O1)Nc1ccccc1,train
CHEMBL1924032,CC(C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)N1CCC(F)(F)CC1,41.0,O=C(OC1CC[NH2+]CC1)C(c1ccccc1)N1CCCCC1,train
CHEMBL1596896,Cc1cccc(NC(=O)Nc2cccc3ccccc23)c1,70.79,O=C(Nc1ccccc1)Nc1cccc2ccccc12,train
CHEMBL1921925,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3cc4ccccc4s3)CCC1CC2)(c1ccccc1)N1CCCCC1,72.0,O=C(OC1C[N+]2(CCCc3cc4ccccc4s3)CCC1CC2)C(c1ccccc1)N1CCCCC1,train
CHEMBL1302675,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccccc1,32.36,O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccon1,train
CHEMBL1807871,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3Cl)c2s1,35.0,O=c1[nH]c2cccc(CCNCCCSCCNCCc3ccccc3)c2s1,train
CHEMBL2346975,CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,89.13,c1cc(C2CCN(c3ccc4nncn4n3)CC2)ccc1OCCN1CCNCC1,train
CHEMBL469728,COc1ccc(N(C(=O)c2occc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,145.0,O=C(c1ccco1)N(Cc1ccccc1)c1ccccc1,train
CHEMBL518924,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,46.0,c1cnc2c(c1)CCCC2NCc1nc2ccccc2[nH]1,valid
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,8.0,C(CN1CCCC1)=C(c1ccccc1)c1ccccn1,train
CHEMBL1945035,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,27.5,O=c1[nH]c2cccc(CCNCCc3ccccc3CNCCc3ccccc3)c2s1,train
CHEMBL1770297,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ccccc4[nH]3)c(C)c2c1,37.0,O=C(NCc1nc2ccccc2[nH]1)c1cc2ccccc2o1,train
CHEMBL379082,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(Cl)c2)CC1,12.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL2021706,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc1ccc(OC)cc1,87.1,O=C(NCC[NH2+]CCCc1ccccc1)c1cnccn1,train
CHEMBL2147569,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O,104.71,C1=C2CCC(CCc3ccccc3)C2Cc2cnn(-c3ccccc3)c21,valid
CHEMBL210887,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,112.2,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,train
CHEMBL2098096,Cc1cc(OCC(=O)NCc2ccccc2)c2cc(Br)ccc2n1,125.89,O=C(COc1ccnc2ccccc12)NCc1ccccc1,train
CHEMBL402501,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1,129.0,O=C(Cc1cccc(CCNCCc2ccccc2)c1)NC12CC3CC(CC(C3)C1)C2,train
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,131.83,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,train
CHEMBL561771,COc1cccc(NC(=O)c2cccc(Cc3c(C)nn(CCO)c3-c3ccccc3)c2)c1,146.0,O=C(Nc1ccccc1)c1cccc(Cc2cn[nH]c2-c2ccccc2)c1,test
CHEMBL521096,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,26.0,c1ccc(Nc2ccnc3ccc(N4CCNCC4)cc23)cc1,test
CHEMBL1916270,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1,27.0,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccc(-c2cnco2)cc1,train
CHEMBL1951908,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)C2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,27.5,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,valid
CHEMBL213100,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,27.54,O=C(Oc1ccccc1)N(c1ccccc1)c1ccnc(Nc2ccc(N3CCNCC3)cc2)n1,train
CHEMBL320714,Oc1nc2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,29.0,c1ccc(CCOCCCCCCNCCc2cccc3ncsc23)cc1,train
CHEMBL1289545,Cc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,11.0,O=C(c1cscn1)N1CCOC2(CCN(Cc3ccccc3)CC2)C1,train
CHEMBL1945031,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,16.0,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4c[nH]c5ccccc45)c3)c2s1,train
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,13.49,c1ccc2c(c1)CCc1ccccc1N2,train
CHEMBL2325697,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,7.41,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,train
CHEMBL2158769,N#Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,6.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL491758,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1,7.0,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,train
CHEMBL1689129,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,7.0,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,train
CHEMBL1950720,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCc3ccccc3)C[C@H]21)C1CCCCC1,21.38,O=C(CC1CCCCC1)N1CCC2CCN(CCc3ccccc3)CC21,train
CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,6.0,O=c1ccc2cc3ccoc3cc2o1,valid
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,7.0,C1=Cc2ccccc2Nc2ccccc21,test
CHEMBL1645105,COc1ccc(-c2ccc3nc(N)sc3c2)cn1,7.76,c1cncc(-c2ccc3ncsc3c2)c1,train
CHEMBL2335881,COCCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,42.66,c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,train
CHEMBL190747,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,43.5,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,train
CHEMBL2361207,COc1ccc(C#Cc2ccc([C@@H]3[C@H](CO)N4CCCCN(C(=O)Nc5cccc(F)c5)C[C@@H]34)cc2)cc1,50.12,O=C(Nc1ccccc1)N1CCCCN2CC(c3ccc(C#Cc4ccccc4)cc3)C2C1,train
CHEMBL2164850,O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)[C@H](Cc1ccccc1)NC1(c2ccccn2)CC1,19.05,O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)C(Cc1ccccc1)NC1(c2ccccn2)CC1,train
CHEMBL1683934,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1,19.5,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNCCc2cccc3[nH]c(=O)ccc23)CC1,train
CHEMBL244521,CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,12.88,O=c1c2cc(-c3ccccc3)ccc2ncn1CC1CCCNC1,test
CHEMBL2207655,CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,18.33,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,train
CHEMBL556680,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C[C@H]3CCCN3)ccc12,15.0,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(CC3CCCN3)ccc12,train
CHEMBL957,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,15.14,O=S(=O)(Nc1nc(-c2ncccn2)ncc1Oc1ccccc1)c1ccccc1,train
CHEMBL1231533,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,19.5,O=C1NC(=O)C(=Cc2ccc3c(c2)OCO3)S1,train
CHEMBL395340,CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC(C)C)sc12,42.0,c1ccc(CSc2ncc3scnc3n2)cc1,train
CHEMBL1922056,C[C@@](C(=O)O[C@H]1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)(c1ccccc1)N1CCCCC1,53.0,O=C(OC1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)C(c1ccccc1)N1CCCCC1,train
CHEMBL361431,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,54.0,O=C(Nc1cccc(Nc2ccnc(OC3CCNCC3)n2)c1)c1cccc(N2CCOCC2)c1,train
CHEMBL1924046,CC(C)=CCC[N+]12CCC(CC1)[C@@H](OC(=O)[C@](C)(c1ccccc1)N1CCCCC1)C2,56.0,O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)N1CCCCC1,train
CHEMBL2147032,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,56.23,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,test
CHEMBL1397672,Cc1[nH]c2nc(NCc3cccc(Br)c3)nn2c(=O)c1Cc1ccccc1,15.0,O=c1c(Cc2ccccc2)c[nH]c2nc(NCc3ccccc3)nn12,train
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,15.14,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,train
CHEMBL290548,COC(=O)N1CCN(c2ccnc(-n3ccnc3)n2)C(CC(=O)NCc2ccc3c(c2)OCO3)C1,17.0,O=C(CC1CNCCN1c1ccnc(-n2ccnc2)n1)NCc1ccc2c(c1)OCO2,train
CHEMBL198150,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,18.5,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,82.0,O=C(c1ccccc1)c1cccs1,test
CHEMBL2348645,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCCC4)c3)ncc2C#N)s1,95.5,c1cc(Nc2nccc(-c3cncs3)n2)cc(N2CCCCC2)c1,train
CHEMBL1163492,CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,105.0,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,test
CHEMBL360227,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F,93.33,O=C1Nc2ccccc2C1c1ccccc1,train
CHEMBL205807,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,107.0,O=C(c1c(Cc2c[nH]c3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCC1,train
CHEMBL1807817,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1,75.0,O=c1[nH]c2cccc(CCNCCSCCCOCCc3ccccc3)c2s1,test
CHEMBL513412,COc1ccc(N(C(=O)c2occc2C)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,126.0,O=C(c1ccco1)N(Cc1ccccc1)c1ccccc1,train
CHEMBL222659,O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,146.0,O=C(Nc1ccccn1)c1ccc2[nH]c(-c3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,train
CHEMBL1807820,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3cccc4ccccc34)c2s1,70.0,O=c1[nH]c2cccc(CCNCCCSCCOCCc3cccc4ccccc34)c2s1,train
CHEMBL1351332,O=C(NCc1ccccc1)c1cc(-c2ccco2)on1,70.79,O=C(NCc1ccccc1)c1cc(-c2ccco2)on1,train
CHEMBL1240967,CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,99.0,O=C(Cc1cccc(CCNCCc2ccccc2)c1)NCc1cccc(-c2ccccc2)c1,train
CHEMBL511782,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,104.0,O=C(c1ccccc1)N(Cc1ccccc1)c1ccccc1,train
CHEMBL1322390,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,104.71,O=C(CCc1ccccc1)Nc1nc2ccccc2s1,train
CHEMBL2030560,Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,3.0,O=C(c1ccccc1)c1ccc2nc[nH]c2c1,train
CHEMBL46740,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,38.02,c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,train
CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,3.0,c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,train
CHEMBL1951575,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,3.0,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccc(C2CC2)cc1,train
CHEMBL1934416,COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,6.0,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,test
CHEMBL1082811,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,6.0,O=c1cc(-c2ccccc2)nc(SCc2ccccc2)[nH]1,test
CHEMBL2207658,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cn[nH]c1,train
CHEMBL2171036,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,train
CHEMBL1789328,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1,3.0,c1ccc(COc2ccccc2)cc1,train
CHEMBL44793,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,3.0,O=C(C=Cc1c[nH]c2ccccc12)Nc1ccccc1,train
CHEMBL198758,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1,3.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL1917419,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,3.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL2208423,N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,4.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,train
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,3.0,c1ccc2ncccc2c1,test
CHEMBL2208432,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)n1c(=O)[nH]c2ccccc21,train
CHEMBL1290184,Cc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccccc2)CC3)c1,13.5,O=C(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,train
CHEMBL2207670,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL1917424,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,3.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL1789327,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1,3.0,c1ccc(CSc2ccccn2)cc1,train
CHEMBL373067,Nc1nc2nc(SCc3ccccc3)nc(O)c2s1,3.0,c1ccc(CSc2ncc3scnc3n2)cc1,train
CHEMBL203125,O=CN(O)CCCP(=O)(O)O,3.02,,test
CHEMBL669,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,4.07,C=C1c2ccccc2C=Cc2ccccc21,valid
CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,21.88,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,train
CHEMBL2158775,COc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,8.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1090090,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,5.13,c1ccc(Nc2cccc(-c3ccccc3)n2)cc1,test
CHEMBL2171048,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,6.0,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,train
CHEMBL1800657,CCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,150.0,O=C(CCOCCc1ccccc1)NCCNCCc1cccc2[nH]c(=O)sc12,train
CHEMBL1429296,COc1ccccc1CN1C(=O)c2ccccc2C1C(=O)NC1CCC(C)CC1,150.0,O=C(NC1CCCCC1)C1c2ccccc2C(=O)N1Cc1ccccc1,train
CHEMBL2169919,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,150.0,O=C(NCCCNCC1CCC(n2ccc3cncnc32)O1)Nc1ccccc1,train
CHEMBL324875,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1,150.0,O=S(=O)(CCCNCCc1cccc2ncsc12)NCCOCCc1ccccc1,train
CHEMBL341226,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,150.0,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1,train
CHEMBL407960,COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1,74.0,c1ccc(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)cc1,train
CHEMBL108546,Oc1nc2c(O)ccc(CCNCCCOCCOCCc3ccccc3)c2s1,21.0,c1ccc(CCOCCOCCCNCCc2cccc3ncsc23)cc1,train
CHEMBL1807829,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,10.5,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,train
CHEMBL550777,NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1,41.0,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCCCC2)c1,test
CHEMBL2023704,COc1ccc(-c2ccnc(N)n2)cc1,41.0,c1ccc(-c2ccncn2)cc1,train
CHEMBL1209914,CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C)cc1,41.69,c1ccc(C2=NNC(c3ccccc3)C2)cc1,test
CHEMBL2069623,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,46.77,c1ccc(OCc2nn(C3CCOCC3)c3ncncc23)cc1,train
CHEMBL1945040,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,22.0,O=c1[nH]c2cccc(CCNCCc3ccc(CNCc4ccccc4)cc3)c2s1,valid
CHEMBL2207276,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1,14.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL100391,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,5.0,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,train
CHEMBL1086473,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,6.0,c1ccc(Cn2cnc3cnc4ccccc4c32)cc1,valid
CHEMBL1778618,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,6.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL441550,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,6.0,O=C(c1c(Cc2ccccc2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCS(=O)(=O)C1,train
CHEMBL1439884,CCCCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccco1,150.0,O=C(CSc1nnc(-c2ccco2)[nH]1)Nc1ccon1,train
CHEMBL1934414,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,21.0,O=S(=O)(Nc1ccnn1C1CCCC1)c1ccccc1,train
CHEMBL387125,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,41.0,O=c1[nH]c(=O)c2cc(Cn3ccnc3)sc2[nH]1,train
CHEMBL271012,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,3.0,O=c1[nH]c2nc(SCc3ccccc3)ncc2s1,train
CHEMBL1779503,O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,3.0,O=C(NCCc1ccccc1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,test
CHEMBL1807821,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,9.0,O=c1[nH]c2cccc(CCNCCCOCCOCCc3ccccc3)c2s1,test
CHEMBL1399574,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,3.0,O=C(CCc1cnc2ncnn2c1)Nc1ccccc1,test
CHEMBL2158819,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(CN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2323239,O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ncc(-c2ccccc2)s1,150.0,O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ncc(-c2ccccc2)s1,train
CHEMBL558748,O=C(NCC1CCCCC1)c1c(Cl)ccc2ncccc12,150.0,O=C(NCC1CCCCC1)c1cccc2ncccc12,train
CHEMBL1427959,O=C(Nc1nc2ccccc2s1)c1ccccc1,150.0,O=C(Nc1nc2ccccc2s1)c1ccccc1,train
CHEMBL1917456,Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,3.0,c1ccc(Oc2c[nH]c3ccccc23)cc1,train
